Name,Season,Team,Lg,Salary
Sean Marks,2004-05,San Antonio Spurs,NBA,745046
Sean Marks,2005-06,San Antonio Spurs,NBA,835810
Sean Marks,2006-07,Phoenix Suns,NBA,932015
Sean Marks,2007-08,Phoenix Suns,NBA,1033930
Sean Marks,2008-09,New Orleans Hornets,NBA,1141838
Sean Marks,2009-10,New Orleans Hornets,NBA,1187686
Sean Marks,2010-11,Charlotte Bobcats,NBA,1264687
Donny Marshall,1995-96,Cleveland Cavaliers,NBA,200000
Donny Marshall,1996-97,Cleveland Cavaliers,NBA,450000
Donny Marshall,1997-98,Cleveland Cavaliers,NBA,540000
Donyell Marshall,1994-95,Minnesota Timberwolves,NBA,2100000
Donyell Marshall,1995-96,Golden State Warriors,NBA,2730000
Donyell Marshall,1996-97,Golden State Warriors,NBA,3360000
Donyell Marshall,1997-98,Golden State Warriors,NBA,3990000
Donyell Marshall,1998-99,Golden State Warriors,NBA,4370000
Donyell Marshall,1999-00,Golden State Warriors,NBA,5250000
Donyell Marshall,2000-01,Utah Jazz,NBA,5630000
Donyell Marshall,2001-02,Utah Jazz,NBA,6510000
Donyell Marshall,2002-03,Chicago Bulls,NBA,4186542
Donyell Marshall,2002-03,Utah Jazz,NBA,1000000
Donyell Marshall,2003-04,Toronto Raptors,NBA,4605196
Donyell Marshall,2004-05,Toronto Raptors,NBA,5023850
Donyell Marshall,2005-06,Cleveland Cavaliers,NBA,4799108
Donyell Marshall,2006-07,Cleveland Cavaliers,NBA,5633037
Donyell Marshall,2007-08,Seattle SuperSonics,NBA,6016965
Donyell Marshall,2008-09,Oklahoma City Thunder,NBA,5950894
Donyell Marshall,2008-09,Philadelphia 76ers,NBA,1262275
Kendall Marshall,2012-13,Phoenix Suns,NBA,1919160
Kendall Marshall,2013-14,Phoenix Suns,NBA,2005560
Kendall Marshall,2014-15,Phoenix Suns,NBA,915243
Kendall Marshall,2015-16,Philadelphia 76ers,NBA,2144722
Kendall Marshall,2016-17,Philadelphia 76ers,NBA,2048257
Kendall Marshall,2017-18,Philadelphia 76ers,NBA,1951743
Kendall Marshall,2018-19,Philadelphia 76ers,NBA,1855228
Rawle Marshall,2005-06,Dallas Mavericks,NBA,398762
Rawle Marshall,2006-07,Indiana Pacers,NBA,664209
Cartier Martin,2008-09,Charlotte Bobcats,NBA,200252
Cartier Martin,2009-10,Golden State Warriors,NBA,86638
Cartier Martin,2010-11,Washington Wizards,NBA,854389
Cartier Martin,2012-13,Washington Wizards,NBA,915852
Cartier Martin,2014-15,Detroit Pistons,NBA,1145685
Cartier Martin,2015-16,Detroit Pistons,NBA,1270964
Darrick Martin,1995-96,Vancouver Grizzlies,NBA,425000
Darrick Martin,1996-97,Los Angeles Clippers,NBA,375000
Darrick Martin,1997-98,Los Angeles Clippers,NBA,431250
Darrick Martin,1999-00,Sacramento Kings,NBA,572500
Darrick Martin,2000-01,Sacramento Kings,NBA,673500
Darrick Martin,2001-02,Dallas Mavericks,NBA,778350
Darrick Martin,2005-06,Toronto Raptors,NBA,946646
Darrick Martin,2006-07,Toronto Raptors,NBA,1178348
Darrick Martin,2007-08,Toronto Raptors,NBA,1219590
Jarell Martin,2015-16,Memphis Grizzlies,NBA,1230840
Jarell Martin,2016-17,Memphis Grizzlies,NBA,1286160
Jarell Martin,2017-18,Memphis Grizzlies,NBA,1341600
Jarell Martin,2018-19,Memphis Grizzlies,NBA,2516222
Kenyon Martin,2000-01,New Jersey Nets,NBA,3536640
Kenyon Martin,2001-02,New Jersey Nets,NBA,3801960
Kenyon Martin,2002-03,New Jersey Nets,NBA,4067160
Kenyon Martin,2003-04,New Jersey Nets,NBA,5128689
Kenyon Martin,2004-05,Denver Nuggets,NBA,9454546
Kenyon Martin,2005-06,Denver Nuggets,NBA,10636364
Kenyon Martin,2006-07,Denver Nuggets,NBA,12068182
Kenyon Martin,2007-08,Denver Nuggets,NBA,13250000
Kenyon Martin,2008-09,Denver Nuggets,NBA,14431816
Kenyon Martin,2009-10,Denver Nuggets,NBA,15363636
Kenyon Martin,2010-11,Denver Nuggets,NBA,16545454
Kenyon Martin,2011-12,Los Angeles Clippers,NBA,2500000
Kenyon Martin,2012-13,New York Knicks,NBA,437470
Kenyon Martin,2013-14,New York Knicks,NBA,1399507
Kenyon Martin,2014-15,Milwaukee Bucks,NBA,414551
Kevin Martin,2004-05,Sacramento Kings,NBA,872040
Kevin Martin,2005-06,Sacramento Kings,NBA,937440
Kevin Martin,2006-07,Sacramento Kings,NBA,1002840
Kevin Martin,2007-08,Sacramento Kings,NBA,1808121
Kevin Martin,2008-09,Sacramento Kings,NBA,8760335
Kevin Martin,2009-10,Houston Rockets,NBA,10180170
Kevin Martin,2010-11,Houston Rockets,NBA,11100005
Kevin Martin,2011-12,Houston Rockets,NBA,11519840
Kevin Martin,2012-13,Oklahoma City Thunder,NBA,12439675
Kevin Martin,2013-14,Minnesota Timberwolves,NBA,6500000
Kevin Martin,2014-15,Minnesota Timberwolves,NBA,6792500
Kevin Martin,2015-16,Minnesota Timberwolves,NBA,7085000
Kevin Martin,2016-17,Minnesota Timberwolves,NBA,7377500
Jamal Mashburn,1993-94,Dallas Mavericks,NBA,2033000
Jamal Mashburn,1994-95,Dallas Mavericks,NBA,2633300
Jamal Mashburn,1995-96,Dallas Mavericks,NBA,3233000
Jamal Mashburn,1996-97,Dallas Mavericks,NBA,3833000
Jamal Mashburn,1997-98,Miami Heat,NBA,4433334
Jamal Mashburn,1998-99,Miami Heat,NBA,5033000
Jamal Mashburn,1999-00,Miami Heat,NBA,5600000
Jamal Mashburn,2000-01,Charlotte Hornets,NBA,6200000
Jamal Mashburn,2001-02,Charlotte Hornets,NBA,6975000
Jamal Mashburn,2002-03,New Orleans Hornets,NBA,7750000
Jamal Mashburn,2003-04,New Orleans Hornets,NBA,8525000
Jamal Mashburn,2004-05,New Orleans Hornets,NBA,9300000
Jamal Mashburn,2005-06,Philadelphia 76ers,NBA,10075000
Anthony Mason,1991-92,New York Knicks,NBA,210000
Anthony Mason,1992-93,New York Knicks,NBA,273000
Anthony Mason,1993-94,New York Knicks,NBA,1100000
Anthony Mason,1994-95,New York Knicks,NBA,1200000
Anthony Mason,1995-96,New York Knicks,NBA,3472000
Anthony Mason,1996-97,Charlotte Hornets,NBA,2777000
Anthony Mason,1997-98,Charlotte Hornets,NBA,3471500
Anthony Mason,1998-99,Charlotte Hornets,NBA,4165000
Anthony Mason,1999-00,Charlotte Hornets,NBA,4860100
Anthony Mason,2000-01,Miami Heat,NBA,5550000
Anthony Mason,2001-02,Milwaukee Bucks,NBA,4538000
Anthony Mason,2002-03,Milwaukee Bucks,NBA,4370819
Anthony Mason,2003-04,Milwaukee Bucks,NBA,4348094
Anthony Mason,2004-05,Milwaukee Bucks,NBA,4710435
Desmond Mason,2000-01,Seattle SuperSonics,NBA,1074720
Desmond Mason,2001-02,Seattle SuperSonics,NBA,1155240
Desmond Mason,2002-03,Seattle SuperSonics,NBA,1235880
Desmond Mason,2003-04,Milwaukee Bucks,NBA,1898312
Desmond Mason,2004-05,Milwaukee Bucks,NBA,6529630
Desmond Mason,2005-06,New Orleans/Oklahoma City Hornets,NBA,7333333
Desmond Mason,2006-07,New Orleans/Oklahoma City Hornets,NBA,8037037
Desmond Mason,2007-08,Milwaukee Bucks,NBA,5000000
Desmond Mason,2008-09,Oklahoma City Thunder,NBA,5300000
Desmond Mason,2009-10,Sacramento Kings,NBA,76850
Roger Mason,2002-03,Chicago Bulls,NBA,349458
Roger Mason,2003-04,Toronto Raptors,NBA,563679
Roger Mason,2004-05,Toronto Raptors,NBA,203428
Roger Mason,2006-07,Washington Wizards,NBA,744551
Roger Mason,2007-08,Washington Wizards,NBA,798328
Roger Mason,2008-09,San Antonio Spurs,NBA,3500000
Roger Mason,2009-10,San Antonio Spurs,NBA,3780000
Roger Mason,2010-11,New York Knicks,NBA,1400000
Roger Mason,2011-12,Washington Wizards,NBA,1146337
Roger Mason,2012-13,New Orleans Hornets,NBA,1223116
Tony Massenburg,1990-91,San Antonio Spurs,NBA,150000
Tony Massenburg,1991-92,San Antonio Spurs,NBA,200000
Tony Massenburg,1994-95,Los Angeles Clippers,NBA,422500
Tony Massenburg,1995-96,Toronto Raptors,NBA,550000
Tony Massenburg,1996-97,New Jersey Nets,NBA,247500
Tony Massenburg,1997-98,Vancouver Grizzlies,NBA,750000
Tony Massenburg,1998-99,Vancouver Grizzlies,NBA,900000
Tony Massenburg,1999-00,Houston Rockets,NBA,1150000
Tony Massenburg,2000-01,Vancouver Grizzlies,NBA,1360000
Tony Massenburg,2001-02,Memphis Grizzlies,NBA,1650000
Tony Massenburg,2002-03,Memphis Grizzlies,NBA,1800000
Tony Massenburg,2002-03,Utah Jazz,NBA,741098
Tony Massenburg,2003-04,Sacramento Kings,NBA,1070000
Tony Massenburg,2004-05,San Antonio Spurs,NBA,1100000
Wesley Matthews,2009-10,Utah Jazz,NBA,457588
Wesley Matthews,2010-11,Portland Trail Blazers,NBA,5765000
Wesley Matthews,2011-12,Portland Trail Blazers,NBA,6135160
Wesley Matthews,2012-13,Portland Trail Blazers,NBA,6505320
Wesley Matthews,2013-14,Portland Trail Blazers,NBA,6875480
Wesley Matthews,2014-15,Portland Trail Blazers,NBA,7245640
Wesley Matthews,2015-16,Dallas Mavericks,NBA,16400000
Wesley Matthews,2016-17,Dallas Mavericks,NBA,17100000
Wesley Matthews,2017-18,Dallas Mavericks,NBA,17900000
Wesley Matthews,2018-19,Dallas Mavericks,NBA,18600000
Jason Maxiell,2005-06,Detroit Pistons,NBA,905640
Jason Maxiell,2006-07,Detroit Pistons,NBA,973440
Jason Maxiell,2007-08,Detroit Pistons,NBA,1041360
Jason Maxiell,2008-09,Detroit Pistons,NBA,1877572
Jason Maxiell,2009-10,Detroit Pistons,NBA,5000000
Jason Maxiell,2010-11,Detroit Pistons,NBA,5000000
Jason Maxiell,2011-12,Detroit Pistons,NBA,5000000
Jason Maxiell,2012-13,Detroit Pistons,NBA,5000000
Jason Maxiell,2013-14,Orlando Magic,NBA,2500000
Jason Maxiell,2014-15,Charlotte Hornets,NBA,1316809
Vernon Maxwell,1988-89,San Antonio Spurs,NBA,100000
Vernon Maxwell,1990-91,Houston Rockets,NBA,250000
Vernon Maxwell,1991-92,Houston Rockets,NBA,325000
Vernon Maxwell,1992-93,Houston Rockets,NBA,1542000
Vernon Maxwell,1993-94,Houston Rockets,NBA,1424000
Vernon Maxwell,1994-95,Houston Rockets,NBA,1833000
Vernon Maxwell,1995-96,Philadelphia 76ers,NBA,1000000
Vernon Maxwell,1996-97,San Antonio Spurs,NBA,1000000
Vernon Maxwell,1998-99,Sacramento Kings,NBA,1000000
Vernon Maxwell,1999-00,Seattle SuperSonics,NBA,1430000
Vernon Maxwell,2000-01,New York Knicks,NBA,1570000
Vernon Maxwell,2000-01,Philadelphia 76ers,NBA,1000000
Vernon Maxwell,2001-02,New York Knicks,NBA,473000
Sean May,2005-06,Charlotte Bobcats,NBA,1619280
Sean May,2006-07,Charlotte Bobcats,NBA,1740720
Sean May,2007-08,Charlotte Bobcats,NBA,1862160
Sean May,2008-09,Charlotte Bobcats,NBA,2661027
Sean May,2009-10,Sacramento Kings,NBA,884881
Eric Maynor,2009-10,Oklahoma City Thunder,NBA,1318920
Eric Maynor,2010-11,Oklahoma City Thunder,NBA,1417800
Eric Maynor,2011-12,Oklahoma City Thunder,NBA,1516680
Eric Maynor,2012-13,Portland Trail Blazers,NBA,2338721
Eric Maynor,2013-14,Washington Wizards,NBA,2016000
Eric Maynor,2014-15,Philadelphia 76ers,NBA,2106720
O.J. Mayo,2008-09,Memphis Grizzlies,NBA,3875040
O.J. Mayo,2009-10,Memphis Grizzlies,NBA,4165560
O.J. Mayo,2010-11,Memphis Grizzlies,NBA,4456200
O.J. Mayo,2011-12,Memphis Grizzlies,NBA,5632637
O.J. Mayo,2012-13,Dallas Mavericks,NBA,4020000
O.J. Mayo,2013-14,Milwaukee Bucks,NBA,8000000
O.J. Mayo,2014-15,Milwaukee Bucks,NBA,8000000
O.J. Mayo,2015-16,Milwaukee Bucks,NBA,8000000
Luc Mbah a Moute,2008-09,Milwaukee Bucks,NBA,757000
Luc Mbah a Moute,2009-10,Milwaukee Bucks,NBA,736420
Luc Mbah a Moute,2010-11,Milwaukee Bucks,NBA,854389
Luc Mbah a Moute,2011-12,Milwaukee Bucks,NBA,5000000
Luc Mbah a Moute,2012-13,Milwaukee Bucks,NBA,4795192
Luc Mbah a Moute,2013-14,Sacramento Kings,NBA,4588384
Luc Mbah a Moute,2014-15,Philadelphia 76ers,NBA,4382576
Luc Mbah a Moute,2015-16,Los Angeles Clippers,NBA,1270964
James Michael McAdoo,2014-15,Golden State Warriors,NBA,167122
James Michael McAdoo,2015-16,Golden State Warriors,NBA,845059
Ray McCallum,2014-15,Sacramento Kings,NBA,816482
Ray McCallum,2015-16,San Antonio Spurs,NBA,947276
Rashad McCants,2005-06,Minnesota Timberwolves,NBA,1538400
Rashad McCants,2006-07,Minnesota Timberwolves,NBA,1653720
Rashad McCants,2007-08,Minnesota Timberwolves,NBA,1769160
Rashad McCants,2008-09,Sacramento Kings,NBA,2620126
Walter McCarty,1996-97,New York Knicks,NBA,750000
Walter McCarty,1997-98,Boston Celtics,NBA,862560
Walter McCarty,1998-99,Boston Celtics,NBA,975000
Walter McCarty,1999-00,Boston Celtics,NBA,2500000
Walter McCarty,2000-01,Boston Celtics,NBA,2670000
Walter McCarty,2001-02,Boston Celtics,NBA,3125000
Walter McCarty,2002-03,Boston Celtics,NBA,762435
Walter McCarty,2003-04,Boston Celtics,NBA,1200000
Walter McCarty,2004-05,Boston Celtics,NBA,1337500
Walter McCarty,2005-06,Los Angeles Clippers,NBA,1035000
Amal McCaskill,1996-97,Orlando Magic,NBA,220000
Amal McCaskill,1997-98,Orlando Magic,NBA,20700
Amal McCaskill,1999-00,Miami Heat,NBA,485000
Amal McCaskill,2001-02,San Antonio Spurs,NBA,465850
Amal McCaskill,2002-03,Portland Trail Blazers,NBA,699935
Amal McCaskill,2002-03,Atlanta Hawks,NBA,143277
Amal McCaskill,2003-04,Philadelphia 76ers,NBA,688679
Amal McCaskill,2004-05,Detroit Pistons,NBA,932546
George McCloud,1990-91,Indiana Pacers,NBA,940000
George McCloud,1991-92,Indiana Pacers,NBA,990000
George McCloud,1992-93,Indiana Pacers,NBA,1040000
George McCloud,1996-97,Dallas Mavericks,NBA,1100000
George McCloud,1997-98,Phoenix Suns,NBA,272250
George McCloud,1998-99,Phoenix Suns,NBA,750000
George McCloud,1999-00,Denver Nuggets,NBA,2000000
George McCloud,2000-01,Denver Nuggets,NBA,2200000
George McCloud,2001-02,Denver Nuggets,NBA,2400000
George McCloud,2002-03,Washington Wizards,NBA,2599900
C.J. McCollum,2013-14,Portland Trail Blazers,NBA,2316720
C.J. McCollum,2014-15,Portland Trail Blazers,NBA,2421000
C.J. McCollum,2015-16,Portland Trail Blazers,NBA,2525160
C.J. McCollum,2016-17,Portland Trail Blazers,NBA,3219579
T.J. McConnell,2015-16,Philadelphia 76ers,NBA,525093
T.J. McConnell,2016-17,Philadelphia 76ers,NBA,874636
Jelani McCoy,1998-99,Seattle SuperSonics,NBA,287500
Jelani McCoy,1999-00,Seattle SuperSonics,NBA,1000000
Jelani McCoy,2000-01,Seattle SuperSonics,NBA,1110000
Jelani McCoy,2001-02,Los Angeles Lakers,NBA,565850
Jelani McCoy,2002-03,Toronto Raptors,NBA,637435
Jelani McCoy,2003-04,Cleveland Cavaliers,NBA,36643
Jelani McCoy,2004-05,Atlanta Hawks,NBA,167418
Jelani McCoy,2007-08,Denver Nuggets,NBA,151089
Chris McCray,2006-07,Milwaukee Bucks,NBA,161061
Chris McCullough,2015-16,Brooklyn Nets,NBA,1140240
Chris McCullough,2016-17,Brooklyn Nets,NBA,1191480
Chris McCullough,2017-18,Brooklyn Nets,NBA,1242840
Chris McCullough,2018-19,Brooklyn Nets,NBA,2243326
K.J. McDaniels,2014-15,Houston Rockets,NBA,507336
K.J. McDaniels,2015-16,Houston Rockets,NBA,3333333
K.J. McDaniels,2016-17,Houston Rockets,NBA,3333333
K.J. McDaniels,2017-18,Houston Rockets,NBA,3333334
Doug McDermott,2014-15,Chicago Bulls,NBA,2277960
Doug McDermott,2015-16,Chicago Bulls,NBA,2380440
Doug McDermott,2016-17,Chicago Bulls,NBA,2483040
Doug McDermott,2017-18,Chicago Bulls,NBA,3294994
Antonio McDyess,1995-96,Denver Nuggets,NBA,2213000
Antonio McDyess,1996-97,Denver Nuggets,NBA,2545000
Antonio McDyess,1997-98,Phoenix Suns,NBA,2876640
Antonio McDyess,1998-99,Denver Nuggets,NBA,9000000
Antonio McDyess,1999-00,Denver Nuggets,NBA,9900000
Antonio McDyess,2000-01,Denver Nuggets,NBA,10800000
Antonio McDyess,2001-02,Denver Nuggets,NBA,11700000
Antonio McDyess,2002-03,New York Knicks,NBA,12600000
Antonio McDyess,2003-04,New York Knicks,NBA,13500000
Antonio McDyess,2004-05,Detroit Pistons,NBA,4903000
Antonio McDyess,2005-06,Detroit Pistons,NBA,5393300
Antonio McDyess,2006-07,Detroit Pistons,NBA,5883600
Antonio McDyess,2007-08,Detroit Pistons,NBA,6373900
Antonio McDyess,2008-09,Denver Nuggets,NBA,3000000
Antonio McDyess,2008-09,Detroit Pistons,NBA,950419
Antonio McDyess,2009-10,San Antonio Spurs,NBA,4500000
Antonio McDyess,2009-10,Denver Nuggets,NBA,3000000
Antonio McDyess,2010-11,San Antonio Spurs,NBA,4860000
Antonio McDyess,2011-12,San Antonio Spurs,NBA,2640000
Ivan McFarlin,2006-07,Denver Nuggets,NBA,412718
Mitch McGary,2014-15,Oklahoma City Thunder,NBA,1400040
Mitch McGary,2015-16,Oklahoma City Thunder,NBA,1463040
Mitch McGary,2016-17,Oklahoma City Thunder,NBA,1526040
Mitch McGary,2017-18,Oklahoma City Thunder,NBA,2430981
JaVale McGee,2008-09,Washington Wizards,NBA,1392240
JaVale McGee,2009-10,Washington Wizards,NBA,1496640
JaVale McGee,2010-11,Washington Wizards,NBA,1601040
JaVale McGee,2011-12,Washington Wizards,NBA,2462400
JaVale McGee,2012-13,Denver Nuggets,NBA,10000000
JaVale McGee,2013-14,Denver Nuggets,NBA,10750000
JaVale McGee,2014-15,Philadelphia 76ers,NBA,11250000
JaVale McGee,2015-16,Dallas Mavericks,NBA,1270964
JaVale McGee,2016-17,Dallas Mavericks,NBA,1403611
Tracy McGrady,1997-98,Toronto Raptors,NBA,1359360
Tracy McGrady,1998-99,Toronto Raptors,NBA,1563000
Tracy McGrady,1999-00,Toronto Raptors,NBA,1767120
Tracy McGrady,2000-01,Orlando Magic,NBA,9660000
Tracy McGrady,2001-02,Orlando Magic,NBA,10865250
Tracy McGrady,2002-03,Orlando Magic,NBA,12072500
Tracy McGrady,2003-04,Orlando Magic,NBA,13279750
Tracy McGrady,2004-05,Houston Rockets,NBA,14487000
Tracy McGrady,2005-06,Houston Rockets,NBA,15694250
Tracy McGrady,2006-07,Houston Rockets,NBA,16901500
Tracy McGrady,2007-08,Houston Rockets,NBA,19014187
Tracy McGrady,2008-09,Houston Rockets,NBA,20370437
Tracy McGrady,2009-10,New York Knicks,NBA,23239562
Tracy McGrady,2010-11,Detroit Pistons,NBA,1352181
Tracy McGrady,2011-12,Atlanta Hawks,NBA,1352181
Dominic McGuire,2007-08,Washington Wizards,NBA,427163
Dominic McGuire,2008-09,Washington Wizards,NBA,711517
Dominic McGuire,2009-10,Sacramento Kings,NBA,825497
Dominic McGuire,2010-11,Charlotte Bobcats,NBA,884120
Dominic McGuire,2011-12,Golden State Warriors,NBA,915852
Dominic McGuire,2012-13,Toronto Raptors,NBA,181018
Dominic McGuire,2012-13,Indiana Pacers,NBA,122625
Dominic McGuire,2012-13,New Orleans Hornets,NBA,110947
Jim McIlvaine,1994-95,Washington Bullets,NBA,200000
Jim McIlvaine,1995-96,Washington Bullets,NBA,525000
Jim McIlvaine,1996-97,Seattle SuperSonics,NBA,3000000
Jim McIlvaine,1997-98,Seattle SuperSonics,NBA,3600000
Jim McIlvaine,1998-99,New Jersey Nets,NBA,4200000
Jim McIlvaine,1999-00,New Jersey Nets,NBA,4800000
Jim McIlvaine,2000-01,New Jersey Nets,NBA,5400000
Jim McIlvaine,2001-02,New Jersey Nets,NBA,6000000
Jim McIlvaine,2002-03,New Jersey Nets,NBA,4400000
Jeff McInnis,1998-99,Washington Wizards,NBA,350000
Jeff McInnis,1999-00,Orlando Magic,NBA,460000
Jeff McInnis,2000-01,Los Angeles Clippers,NBA,523500
Jeff McInnis,2001-02,Los Angeles Clippers,NBA,590850
Jeff McInnis,2002-03,Portland Trail Blazers,NBA,3000000
Jeff McInnis,2003-04,Portland Trail Blazers,NBA,3300000
Jeff McInnis,2004-05,Cleveland Cavaliers,NBA,3600000
Jeff McInnis,2005-06,New Jersey Nets,NBA,3400000
Jeff McInnis,2006-07,Charlotte Bobcats,NBA,3600000
Jeff McInnis,2007-08,Charlotte Bobcats,NBA,1219590
Derrick McKey,1987-88,Seattle SuperSonics,NBA,355000
Derrick McKey,1988-89,Seattle SuperSonics,NBA,428000
Derrick McKey,1990-91,Seattle SuperSonics,NBA,962000
Derrick McKey,1991-92,Seattle SuperSonics,NBA,1112000
Derrick McKey,1992-93,Seattle SuperSonics,NBA,1162000
Derrick McKey,1993-94,Indiana Pacers,NBA,1262000
Derrick McKey,1994-95,Indiana Pacers,NBA,2600000
Derrick McKey,1995-96,Indiana Pacers,NBA,2800000
Derrick McKey,1996-97,Indiana Pacers,NBA,3000000
Derrick McKey,1997-98,Indiana Pacers,NBA,3600000
Derrick McKey,1998-99,Indiana Pacers,NBA,4200000
Derrick McKey,1999-00,Indiana Pacers,NBA,4800000
Derrick McKey,2000-01,Indiana Pacers,NBA,5400000
Derrick McKey,2001-02,Indiana Pacers,NBA,6000000
Aaron McKie,1994-95,Portland Trail Blazers,NBA,650000
Aaron McKie,1995-96,Portland Trail Blazers,NBA,845000
Aaron McKie,1996-97,Portland Trail Blazers,NBA,1040000
Aaron McKie,1997-98,Detroit Pistons,NBA,1235000
Aaron McKie,1998-99,Philadelphia 76ers,NBA,1430000
Aaron McKie,1999-00,Philadelphia 76ers,NBA,1624000
Aaron McKie,2000-01,Philadelphia 76ers,NBA,1818000
Aaron McKie,2001-02,Philadelphia 76ers,NBA,4000000
Aaron McKie,2002-03,Philadelphia 76ers,NBA,4500000
Aaron McKie,2003-04,Philadelphia 76ers,NBA,5000000
Aaron McKie,2004-05,Philadelphia 76ers,NBA,5500000
Aaron McKie,2005-06,Philadelphia 76ers,NBA,6000000
Aaron McKie,2005-06,Los Angeles Lakers,NBA,2500000
Aaron McKie,2006-07,Philadelphia 76ers,NBA,5570874
Aaron McKie,2006-07,Los Angeles Lakers,NBA,2500000
Aaron McKie,2007-08,Philadelphia 76ers,NBA,7000000
Aaron McKie,2007-08,Memphis Grizzlies,NBA,750000
Ben McLemore,2013-14,Sacramento Kings,NBA,2895960
Ben McLemore,2014-15,Sacramento Kings,NBA,3026280
Ben McLemore,2015-16,Sacramento Kings,NBA,3156600
Ben McLemore,2016-17,Sacramento Kings,NBA,4008882
Keith McLeod,2003-04,Minnesota Timberwolves,NBA,366931
Keith McLeod,2004-05,Utah Jazz,NBA,750000
Keith McLeod,2005-06,Utah Jazz,NBA,1250000
Keith McLeod,2006-07,Indiana Pacers,NBA,1350000
Keith McLeod,2008-09,Dallas Mavericks,NBA,926678
Roshown McLeod,1998-99,Atlanta Hawks,NBA,740000
Roshown McLeod,1999-00,Atlanta Hawks,NBA,914760
Roshown McLeod,2000-01,Atlanta Hawks,NBA,978600
Roshown McLeod,2001-02,Boston Celtics,NBA,1509001
Jerel McNeal,2014-15,Phoenix Suns,NBA,29843
Paul McPherson,2000-01,Phoenix Suns,NBA,316969
Jordan McRae,2015-16,Phoenix Suns,NBA,30888
Josh McRoberts,2007-08,Portland Trail Blazers,NBA,427163
Josh McRoberts,2008-09,Indiana Pacers,NBA,711517
Josh McRoberts,2009-10,Indiana Pacers,NBA,825497
Josh McRoberts,2010-11,Indiana Pacers,NBA,885120
Josh McRoberts,2011-12,Los Angeles Lakers,NBA,3000000
Josh McRoberts,2012-13,Charlotte Bobcats,NBA,3135000
Josh McRoberts,2013-14,Charlotte Bobcats,NBA,2652000
Josh McRoberts,2014-15,Miami Heat,NBA,5305000
Josh McRoberts,2015-16,Miami Heat,NBA,5543725
Josh McRoberts,2016-17,Miami Heat,NBA,5782450
Josh McRoberts,2017-18,Miami Heat,NBA,6021175
Stanislav Medvedenko,2000-01,Los Angeles Lakers,NBA,316969
Stanislav Medvedenko,2001-02,Los Angeles Lakers,NBA,465850
Stanislav Medvedenko,2002-03,Los Angeles Lakers,NBA,1400000
Stanislav Medvedenko,2003-04,Los Angeles Lakers,NBA,1540000
Stanislav Medvedenko,2004-05,Los Angeles Lakers,NBA,3000000
Stanislav Medvedenko,2005-06,Los Angeles Lakers,NBA,3000000
Stanislav Medvedenko,2006-07,Atlanta Hawks,NBA,625132
Jodie Meeks,2009-10,Philadelphia 76ers,NBA,650000
Jodie Meeks,2010-11,Philadelphia 76ers,NBA,762195
Jodie Meeks,2011-12,Philadelphia 76ers,NBA,854389
Jodie Meeks,2012-13,Los Angeles Lakers,NBA,1500000
Jodie Meeks,2013-14,Los Angeles Lakers,NBA,1550000
Jodie Meeks,2014-15,Detroit Pistons,NBA,6000000
Jodie Meeks,2015-16,Detroit Pistons,NBA,6270000
Jodie Meeks,2016-17,Detroit Pistons,NBA,6540000
Salah Mejri,2015-16,Dallas Mavericks,NBA,525093
Salah Mejri,2016-17,Dallas Mavericks,NBA,874636
Salah Mejri,2017-18,Dallas Mavericks,NBA,1014746
Gal Mekel,2014-15,Dallas Mavericks,NBA,816482
Gal Mekel,2014-15,New Orleans Pelicans,NBA,633974
Fab Melo,2012-13,Boston Celtics,NBA,1254720
Fab Melo,2013-14,Memphis Grizzlies,NBA,1311240
Fab Melo,2013-14,Dallas Mavericks,NBA,788872
Fab Melo,2014-15,Memphis Grizzlies,NBA,437080
Pops Mensah-Bonsu,2006-07,Dallas Mavericks,NBA,412718
Pops Mensah-Bonsu,2009-10,Toronto Raptors,NBA,242793
Pops Mensah-Bonsu,2009-10,Houston Rockets,NBA,87406
Pops Mensah-Bonsu,2010-11,New Orleans Hornets,NBA,364461
Ron Mercer,1997-98,Boston Celtics,NBA,1768320
Ron Mercer,1998-99,Boston Celtics,NBA,2033000
Ron Mercer,1999-00,Orlando Magic,NBA,2298840
Ron Mercer,2000-01,Chicago Bulls,NBA,5520000
Ron Mercer,2001-02,Chicago Bulls,NBA,6750000
Ron Mercer,2002-03,Indiana Pacers,NBA,6750000
Ron Mercer,2003-04,San Antonio Spurs,NBA,6750000
Ron Mercer,2004-05,New Jersey Nets,NBA,1600000
Ron Mercer,2005-06,New Jersey Nets,NBA,1760000
Jordan Mickey,2015-16,Boston Celtics,NBA,1200000
Jordan Mickey,2016-17,Boston Celtics,NBA,1200000
Jordan Mickey,2017-18,Boston Celtics,NBA,1200000
Jordan Mickey,2018-19,Boston Celtics,NBA,1200000
Khris Middleton,2012-13,Detroit Pistons,NBA,473604
Khris Middleton,2013-14,Milwaukee Bucks,NBA,788872
Khris Middleton,2014-15,Milwaukee Bucks,NBA,915243
Khris Middleton,2015-16,Milwaukee Bucks,NBA,15000000
Khris Middleton,2016-17,Milwaukee Bucks,NBA,15000000
Khris Middleton,2017-18,Milwaukee Bucks,NBA,14000000
Khris Middleton,2018-19,Milwaukee Bucks,NBA,13000000
Khris Middleton,2019-20,Milwaukee Bucks,NBA,13000000
Chris Mihm,2000-01,Cleveland Cavaliers,NBA,1923600
